sample_step,avg_loss,time,lr,cond
291200,2.003276,1768487635.989,0.0002,Y
291840,2.054409,1768487658.266,0.0002,Y
292480,2.009064,1768487680.716,0.0002,Y
293120,2.057070,1768487702.051,0.0002,Y
293760,2.097645,1768487723.393,0.0002,Y
294400,2.068096,1768487745.450,0.0002,Y
295040,2.064236,1768487767.611,0.0002,Y
295680,2.058189,1768487789.602,0.0002,Y
296320,2.037922,1768487811.385,0.0002,Y
296960,2.005551,1768487833.334,0.0002,Y
297600,2.098581,1768487855.225,0.0002,Y
298240,2.085012,1768487877.379,0.0002,Y
298880,2.074249,1768487899.401,0.0002,Y
299520,2.069895,1768487921.424,0.0002,Y
300160,2.005618,1768487943.409,0.0002,Y
300800,2.009953,1768487965.318,0.0002,Y
301440,2.061332,1768487987.094,0.0002,Y
302080,2.043948,1768488008.696,0.0002,Y
302720,2.105663,1768488030.360,0.0002,Y
303360,2.017311,1768488053.134,0.0002,Y
304000,1.963347,1768488075.267,0.0002,Y
304640,2.089369,1768488097.341,0.0002,Y
305280,2.067347,1768488119.454,0.0002,Y
305920,2.020128,1768488141.358,0.0002,Y
306560,2.134295,1768488162.790,0.0002,Y
307200,2.050438,1768488185.399,0.0002,Y
307840,2.047159,1768488207.125,0.0002,Y
308480,2.076616,1768488229.046,0.0002,Y
309120,2.011561,1768488250.785,0.0002,Y
309760,2.025013,1768488273.043,0.0002,Y
310400,1.983962,1768488295.264,0.0002,Y
311040,2.061331,1768488317.966,0.0002,Y
311680,2.060360,1768488340.265,0.0002,Y
312320,1.990648,1768488361.997,0.0002,Y
312960,2.058638,1768488384.348,0.0002,Y
313600,1.959409,1768488406.330,0.0002,Y
314240,2.127598,1768488428.058,0.0002,Y
314880,2.057044,1768488450.597,0.0002,Y
315520,2.034486,1768488472.137,0.0002,Y
316160,2.022762,1768488494.547,0.0002,Y
316800,2.083532,1768488516.380,0.0002,Y
317440,2.018475,1768488538.591,0.0002,Y
318080,1.972190,1768488560.770,0.0002,Y
318720,2.007783,1768488582.927,0.0002,Y
319360,2.080733,1768488604.590,0.0002,Y
320000,1.995787,1768488625.983,0.0002,Y
320640,2.037073,1768488647.448,0.0002,Y
321280,1.983730,1768488669.594,0.0002,Y
321920,1.941145,1768488691.190,0.0002,Y
322560,1.970593,1768488713.388,0.0002,Y
323200,2.065081,1768488735.430,0.0002,Y
323840,2.004614,1768488757.673,0.0002,Y
324480,2.016025,1768488779.259,0.0002,Y
325120,2.007834,1768488801.125,0.0002,Y
325760,1.969701,1768488823.184,0.0002,Y
326400,2.000151,1768488845.533,0.0002,Y
327040,2.026693,1768488867.434,0.0002,Y
327680,2.045884,1768488888.622,0.0002,Y
328320,2.084554,1768488910.540,0.0002,Y
328960,2.037151,1768488932.972,0.0002,Y
329600,2.094094,1768488954.808,0.0002,Y
330240,1.894875,1768488977.064,0.0002,Y
330880,2.026053,1768488999.235,0.0002,Y
331520,1.963633,1768489020.902,0.0002,Y
332160,2.007192,1768489042.540,0.0002,Y
332800,1.949966,1768489065.297,0.0002,Y
333440,1.987216,1768489087.818,0.0002,Y
334080,1.943014,1768489109.732,0.0002,Y
334720,2.015979,1768489131.615,0.0002,Y
335360,1.995230,1768489152.925,0.0002,Y
336000,2.020497,1768489174.774,0.0002,Y
336640,1.901027,1768489196.909,0.0002,Y
337280,1.962889,1768489218.181,0.0002,Y
337920,2.016565,1768489240.303,0.0002,Y
338560,2.031311,1768489261.758,0.0002,Y
339200,2.018777,1768489283.696,0.0002,Y
339840,1.969472,1768489305.713,0.0002,Y
340480,1.942775,1768489327.570,0.0002,Y
341120,2.070045,1768489349.704,0.0002,Y
341760,2.000122,1768489371.720,0.0002,Y
342400,2.015837,1768489393.714,0.0002,Y
343040,1.911601,1768489415.900,0.0002,Y
343680,2.001178,1768489437.643,0.0002,Y
344320,2.020434,1768489459.795,0.0002,Y
344960,1.921297,1768489481.266,0.0002,Y
345600,1.978749,1768489502.631,0.0002,Y
346240,1.895738,1768489524.504,0.0002,Y
346880,1.879238,1768489546.694,0.0002,Y
347520,1.955104,1768489568.784,0.0002,Y
348160,1.994081,1768489590.845,0.0002,Y
348800,1.954571,1768489613.143,0.0002,Y
349440,1.968444,1768489634.906,0.0002,Y
350080,1.985639,1768489656.573,0.0002,Y
350720,2.039879,1768489679.029,0.0002,Y
351360,1.921102,1768489701.328,0.0002,Y
352000,1.896199,1768489722.596,0.0002,Y
352640,2.065006,1768489744.470,0.0002,Y
353280,1.863565,1768489767.142,0.0002,Y
353920,2.010749,1768489788.639,0.0002,Y
354560,1.985825,1768489810.411,0.0002,Y
355200,1.942268,1768489832.357,0.0002,Y
355840,1.950867,1768489854.587,0.0002,Y
356480,1.906903,1768489876.648,0.0002,Y
357120,1.917055,1768489898.005,0.0002,Y
357760,2.019091,1768489918.993,0.0002,Y
358400,1.827827,1768489941.209,0.0002,Y
359040,1.876853,1768489962.925,0.0002,Y
359680,1.929405,1768489984.707,0.0002,Y
360320,1.999268,1768490006.671,0.0002,Y
360960,2.040609,1768490028.453,0.0002,Y
361600,1.979482,1768490050.131,0.0002,Y
362240,1.988433,1768490072.191,0.0002,Y
362880,1.908301,1768490093.883,0.0002,Y
363520,1.964630,1768490115.828,0.0002,Y
364160,1.971441,1768490137.550,0.0002,Y
364800,1.974459,1768490159.580,0.0002,Y
365440,1.856676,1768490181.750,0.0002,Y
366080,1.925004,1768490203.934,0.0002,Y
366720,1.976657,1768490225.802,0.0002,Y
